,unique_id,full_name,position,teams,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value
938,131-2021-22,hakimziyech,MID,chelsea,1311.0,4.0,3.0,281.0,0.8,75.0,-2.0,80.0
939,132-2021-22,rubenloftus-cheek,MID,chelsea,1384.0,0.0,3.0,251.0,0.2,55.0,-1.0,60.0
940,133-2021-22,andreaschristensen,DEF,chelsea,1494.0,0.0,0.0,343.0,1.4,50.0,-4.0,50.0
941,134-2021-22,timowerner,FWD,chelsea,1278.0,4.0,2.0,175.0,2.3,90.0,-5.0,95.0
942,135-2021-22,benjaminchilwell,DEF,chelsea,541.0,3.0,1.0,161.0,3.0,60.0,-4.0,55.0
943,136-2021-22,tammyabraham,FWD,chelsea,0.0,0.0,0.0,0.0,0.1,65.0,0.0,75.0
944,137-2021-22,christianpulisic,MID,chelsea,1282.0,6.0,2.0,206.0,0.7,80.0,-1.0,85.0
945,138-2021-22,masonmount,MID,chelsea,2358.0,11.0,11.0,597.0,21.9,75.0,2.0,70.0
946,139-2021-22,ethanampadu,DEF,chelsea,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
947,140-2021-22,callumhudson-odoi,MID,chelsea,958.0,1.0,4.0,163.0,0.2,55.0,-2.0,60.0
948,141-2021-22,kaihavertz,MID,chelsea,1802.0,8.0,4.0,271.0,5.8,85.0,-6.0,85.0
949,142-2021-22,reecejames,DEF,chelsea,1863.0,5.0,9.0,573.0,19.1,55.0,10.0,50.0
950,146-2021-22,vicenteguaita,GK,crystalpalace,2655.0,0.0,0.0,567.0,5.6,45.0,1.0,50.0
951,146-2021-22,vicenteguaita,GK,crystalpalace,2655.0,0.0,0.0,567.0,5.6,45.0,1.0,50.0
952,147-2021-22,jamestomkins,DEF,crystalpalace,545.0,1.0,0.0,97.0,0.1,45.0,-2.0,45.0
953,148-2021-22,jamesmcarthur,MID,crystalpalace,1434.0,0.0,4.0,288.0,1.1,45.0,-2.0,55.0
954,149-2021-22,christianbenteke,FWD,crystalpalace,1132.0,4.0,1.0,173.0,1.2,65.0,-6.0,55.0
955,151-2021-22,martinkelly,DEF,crystalpalace,0.0,0.0,0.0,0.0,2.5,40.0,-2.0,45.0
956,152-2021-22,lukamilivojevic,MID,crystalpalace,767.0,0.0,0.0,118.0,0.0,55.0,-3.0,60.0
957,153-2021-22,jordanayew,FWD,crystalpalace,2012.0,3.0,4.0,281.0,1.0,60.0,-2.0,60.0
958,154-2021-22,wilfriedzaha,MID,crystalpalace,2759.0,14.0,2.0,422.0,8.5,70.0,-1.0,70.0
959,155-2021-22,jeffreyschlupp,MID,crystalpalace,1840.0,4.0,2.0,297.0,0.1,55.0,-1.0,55.0
960,157-2021-22,jairoriedewald,MID,crystalpalace,116.0,0.0,0.0,16.0,0.0,50.0,-3.0,45.0
961,160-2021-22,eberechieze,MID,crystalpalace,599.0,1.0,1.0,125.0,0.1,60.0,-1.0,60.0
962,161-2021-22,nathanferguson,DEF,crystalpalace,8.0,0.0,0.0,3.0,0.0,45.0,0.0,40.0
963,162-2021-22,tyrickmitchell,DEF,crystalpalace,3101.0,0.0,2.0,561.0,1.4,45.0,0.0,40.0
964,474-2021-22,joelward,DEF,crystalpalace,2486.0,0.0,0.0,422.0,0.2,45.0,0.0,45.0
965,163-2021-22,fabiandelph,MID,everton,660.0,0.0,0.0,118.0,1.3,45.0,-3.0,50.0
966,164-2021-22,gylfisigurdsson,MID,everton,0.0,0.0,0.0,0.0,0.6,70.0,-3.0,70.0
967,165-2021-22,seamuscoleman,DEF,everton,2656.0,1.0,1.0,439.0,1.0,50.0,-1.0,50.0
968,169-2021-22,michaelkeane,DEF,everton,2791.0,3.0,2.0,518.0,2.7,50.0,-4.0,50.0
969,170-2021-22,jordanpickford,GK,everton,3150.0,0.0,0.0,624.0,6.3,50.0,-2.0,50.0
970,170-2021-22,jordanpickford,GK,everton,3150.0,0.0,0.0,624.0,6.3,50.0,-2.0,50.0
971,174-2021-22,alexiwobi,MID,everton,2029.0,2.0,2.0,312.0,0.3,60.0,-2.0,60.0
972,175-2021-22,yerrymina,DEF,everton,844.0,0.0,0.0,133.0,0.3,50.0,-1.0,55.0
973,176-2021-22,tomdavies,MID,everton,230.0,1.0,0.0,44.0,0.1,50.0,-2.0,55.0
974,177-2021-22,dominiccalvert-lewin,FWD,everton,1281.0,5.0,2.0,207.0,3.0,80.0,-3.0,70.0
975,178-2021-22,masonholgate,DEF,everton,2133.0,2.0,2.0,312.0,1.6,45.0,-3.0,50.0
976,363-2021-22,bamidelealli,MID,everton,985.0,1.0,0.0,103.0,1.0,65.0,-3.0,80.0
977,482-2021-22,androstownsend,MID,everton,1452.0,3.0,2.0,252.0,2.1,55.0,-3.0,60.0
978,484-2021-22,demaraigray,MID,everton,2336.0,5.0,5.0,397.0,5.2,55.0,-1.0,55.0
979,502-2021-22,jonjoekenny,DEF,everton,1015.0,0.0,1.0,147.0,0.1,45.0,-2.0,45.0
980,503-2021-22,anthonygordon,MID,everton,2277.0,4.0,3.0,325.0,5.7,45.0,2.0,45.0
981,504-2021-22,jean-philippegbamin,MID,everton,65.0,0.0,0.0,10.0,0.0,45.0,-1.0,50.0
982,544-2021-22,jarradbranthwaite,DEF,everton,387.0,1.0,0.0,49.0,0.3,40.0,0.0,40.0
983,200-2021-22,kasperschmeichel,GK,leedsunited,3330.0,0.0,0.0,706.0,18.2,50.0,0.0,55.0
984,200-2021-22,kasperschmeichel,GK,leedsunited,3330.0,0.0,0.0,706.0,18.2,50.0,0.0,55.0
985,201-2021-22,jonnyevans,DEF,leedsunited,1346.0,1.0,1.0,257.0,0.3,55.0,-1.0,55.0
986,202-2021-22,marcalbrighton,MID,leedsunited,1127.0,1.0,2.0,169.0,0.1,55.0,-3.0,55.0
987,203-2021-22,nampalysmendy,MID,leedsunited,1032.0,0.0,0.0,147.0,1.1,45.0,-2.0,45.0
988,204-2021-22,dannyward,GK,leedsunited,90.0,0.0,0.0,17.0,3.4,40.0,0.0,45.0
989,204-2021-22,dannyward,GK,leedsunited,90.0,0.0,0.0,17.0,3.4,40.0,0.0,45.0
990,205-2021-22,jamievardy,FWD,leedsunited,1801.0,15.0,3.0,480.0,12.0,105.0,-2.0,100.0
991,206-2021-22,dennispraet,MID,leedsunited,0.0,0.0,0.0,0.0,0.0,50.0,-1.0,55.0
992,208-2021-22,danielamartey,DEF,leedsunited,2118.0,0.0,0.0,422.0,10.9,40.0,0.0,40.0
993,209-2021-22,timothycastagne,DEF,leedsunited,2124.0,1.0,0.0,365.0,1.5,55.0,-2.0,55.0
994,210-2021-22,youritielemans,MID,leedsunited,2629.0,6.0,4.0,532.0,3.5,65.0,-1.0,65.0
995,212-2021-22,jamesmaddison,MID,leedsunited,2454.0,12.0,11.0,637.0,16.3,70.0,-1.0,70.0
996,213-2021-22,kelechiiheanacho,FWD,leedsunited,1253.0,4.0,6.0,246.0,3.2,75.0,-5.0,60.0
997,214-2021-22,hamzachoudhury,MID,leedsunited,284.0,0.0,0.0,41.0,0.1,45.0,-1.0,50.0
998,215-2021-22,harveybarnes,MID,leedsunited,2095.0,6.0,12.0,377.0,4.2,70.0,-5.0,70.0
999,216-2021-22,wilfredndidi,MID,leedsunited,1617.0,0.0,1.0,240.0,0.8,50.0,-2.0,50.0
1000,218-2021-22,jamesjustin,DEF,leedsunited,996.0,0.0,0.0,167.0,0.6,50.0,-1.0,45.0
1001,219-2021-22,lukethomas,DEF,leedsunited,1911.0,0.0,1.0,349.0,0.8,45.0,-2.0,45.0
1002,340-2021-22,jannikvestergaard,DEF,leedsunited,563.0,0.0,0.0,115.0,0.4,50.0,-3.0,45.0
1003,473-2021-22,ryanbertrand,DEF,leedsunited,337.0,0.0,0.0,32.0,0.3,50.0,-4.0,50.0
1004,184-2021-22,liamcooper,DEF,leicestercity,1814.0,0.0,2.0,352.0,0.3,45.0,-1.0,45.0
1005,185-2021-22,lukeayling,DEF,leicestercity,2272.0,2.0,3.0,405.0,2.8,45.0,-2.0,45.0
1006,186-2021-22,mateuszklich,MID,leicestercity,2071.0,1.0,2.0,277.0,0.3,55.0,-4.0,55.0
1007,187-2021-22,rodrigomoreno,FWD,leicestercity,2263.0,6.0,2.0,351.0,2.1,65.0,-2.0,60.0
1008,188-2021-22,stuartdallas,MID,leicestercity,2920.0,1.0,1.0,473.0,2.7,55.0,-6.0,45.0
1009,189-2021-22,patrickbamford,FWD,leicestercity,557.0,2.0,2.0,90.0,2.8,80.0,-3.0,55.0
1010,191-2021-22,kalvinphillips,MID,leicestercity,1594.0,0.0,1.0,209.0,0.9,50.0,-3.0,50.0
1011,193-2021-22,tylerroberts,MID,leicestercity,976.0,1.0,1.0,105.0,0.1,50.0,-2.0,50.0
1012,194-2021-22,robinkoch,DEF,leicestercity,1572.0,0.0,0.0,186.0,0.1,45.0,-2.0,45.0
1013,197-2021-22,jamieshackleton,MID,leicestercity,704.0,0.0,1.0,94.0,0.1,45.0,-1.0,50.0
1014,198-2021-22,pascalstruijk,DEF,leicestercity,2050.0,1.0,1.0,339.0,0.2,45.0,-2.0,40.0
1015,199-2021-22,illanmeslier,GK,leicestercity,3384.0,0.0,0.0,713.0,2.0,50.0,-2.0,45.0
1016,199-2021-22,illanmeslier,GK,leicestercity,3384.0,0.0,0.0,713.0,2.0,50.0,-2.0,45.0
1017,267-2021-22,jackharrison,MID,leicestercity,2638.0,8.0,1.0,408.0,1.5,60.0,-5.0,55.0
1018,552-2021-22,adamforshaw,MID,leicestercity,1526.0,0.0,1.0,204.0,0.1,45.0,0.0,50.0
1019,221-2021-22,jamesmilner,MID,liverpool,844.0,0.0,1.0,196.0,0.1,50.0,-1.0,55.0
1020,222-2021-22,jordanhenderson,MID,liverpool,2592.0,2.0,5.0,507.0,1.8,50.0,-1.0,55.0
1021,224-2021-22,joelmatip,DEF,liverpool,2790.0,3.0,3.0,763.0,10.1,50.0,3.0,55.0
1022,226-2021-22,xherdanshaqiri,MID,liverpool,0.0,0.0,0.0,0.0,0.0,60.0,-1.0,65.0
1023,227-2021-22,alexoxlade-chamberlain,MID,liverpool,777.0,2.0,1.0,148.0,0.2,60.0,-2.0,65.0
1024,228-2021-22,robertofirmino,FWD,liverpool,980.0,5.0,4.0,270.0,2.4,90.0,-3.0,95.0
1025,233-2021-22,mohamedsalah,MID,liverpool,2758.0,23.0,14.0,756.0,41.0,125.0,6.0,120.0
1026,234-2021-22,andrewrobertson,DEF,liverpool,2537.0,3.0,11.0,770.0,11.6,70.0,3.0,70.0
1027,235-2021-22,divockorigi,FWD,liverpool,126.0,3.0,0.0,87.0,1.4,50.0,-2.0,55.0
1028,236-2021-22,takumiminamino,MID,liverpool,178.0,3.0,0.0,89.0,0.1,55.0,-4.0,65.0
1029,237-2021-22,trentalexander-arnold,DEF,liverpool,2853.0,2.0,12.0,864.0,37.9,75.0,9.0,75.0
1030,238-2021-22,josephgomez,DEF,liverpool,330.0,0.0,1.0,92.0,0.4,50.0,-3.0,55.0
1031,239-2021-22,nabykeita,MID,liverpool,1169.0,3.0,2.0,262.0,0.2,50.0,0.0,55.0
1032,240-2021-22,diogojota,MID,liverpool,2357.0,15.0,7.0,483.0,17.3,75.0,8.0,65.0
1033,244-2021-22,curtisjones,MID,liverpool,849.0,1.0,1.0,177.0,0.1,50.0,0.0,45.0
1034,245-2021-22,konstantinostsimikas,DEF,liverpool,874.0,0.0,2.0,202.0,12.4,40.0,-3.0,50.0
1035,246-2021-22,necowilliams,DEF,liverpool,7.0,0.0,1.0,17.0,0.5,40.0,-2.0,40.0
1036,248-2021-22,bendavies,DEF,liverpool,0.0,0.0,0.0,0.0,0.1,40.0,0.0,50.0
1037,506-2021-22,harveyelliott,MID,liverpool,344.0,0.0,0.0,52.0,0.1,55.0,-2.0,45.0
1038,19-2021-22,josephwillock,MID,newcastleunited,2037.0,2.0,3.0,248.0,0.8,60.0,-7.0,50.0
1039,58-2021-22,danburn,DEF,newcastleunited,2461.0,1.0,1.0,454.0,1.1,45.0,-1.0,45.0
1040,291-2021-22,jonjoshelvey,MID,newcastleunited,1981.0,2.0,1.0,292.0,0.1,55.0,-2.0,55.0
1041,292-2021-22,mattritchie,DEF,newcastleunited,1333.0,0.0,2.0,207.0,0.2,50.0,-1.0,50.0
1042,293-2021-22,ciaranclark,DEF,newcastleunited,1012.0,0.0,1.0,131.0,0.1,45.0,-1.0,45.0
1043,294-2021-22,karldarlow,GK,newcastleunited,720.0,0.0,0.0,110.0,0.3,45.0,0.0,50.0
1044,294-2021-22,karldarlow,GK,newcastleunited,720.0,0.0,0.0,110.0,0.3,45.0,0.0,50.0
1045,295-2021-22,martindubravka,GK,newcastleunited,2340.0,0.0,0.0,465.0,2.8,45.0,-1.0,50.0
1046,295-2021-22,martindubravka,GK,newcastleunited,2340.0,0.0,0.0,465.0,2.8,45.0,-1.0,50.0
1047,296-2021-22,callumwilson,FWD,newcastleunited,1386.0,8.0,0.0,220.0,1.5,75.0,-4.0,65.0
1048,297-2021-22,jeffhendrick,MID,newcastleunited,69.0,1.0,0.0,25.0,0.0,50.0,-2.0,50.0
1049,298-2021-22,ryanfraser,MID,newcastleunited,1459.0,2.0,5.0,263.0,0.3,55.0,-4.0,60.0
1050,299-2021-22,jamaallascelles,DEF,newcastleunited,2055.0,1.0,1.0,284.0,0.2,45.0,-1.0,45.0
1051,300-2021-22,dwightgayle,FWD,newcastleunited,34.0,0.0,0.0,22.0,0.2,55.0,-3.0,60.0
1052,301-2021-22,pauldummett,DEF,newcastleunited,197.0,0.0,0.0,28.0,0.0,45.0,0.0,45.0
1053,302-2021-22,javiermanquillo,DEF,newcastleunited,1258.0,1.0,3.0,206.0,4.6,40.0,-1.0,45.0
1054,303-2021-22,emilkrafth,DEF,newcastleunited,1636.0,0.0,1.0,262.0,0.2,45.0,-2.0,45.0
1055,304-2021-22,jacobmurphy,MID,newcastleunited,1457.0,1.0,4.0,215.0,0.4,50.0,-4.0,50.0
1056,306-2021-22,isaachayden,MID,newcastleunited,1000.0,1.0,0.0,124.0,0.1,45.0,0.0,50.0
1057,307-2021-22,allansaint-maximin,FWD,newcastleunited,2804.0,5.0,7.0,394.0,10.9,65.0,2.0,55.0
1058,309-2021-22,seanlongstaff,MID,newcastleunited,1458.0,1.0,1.0,206.0,0.5,45.0,-2.0,50.0
1059,311-2021-22,jamallewis,DEF,newcastleunited,261.0,0.0,0.0,39.0,0.1,45.0,-3.0,45.0
1060,312-2021-22,matthewlongstaff,MID,newcastleunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,50.0
1061,514-2021-22,markgillespie,GK,newcastleunited,0.0,0.0,0.0,0.0,0.3,40.0,-1.0,45.0
1062,514-2021-22,markgillespie,GK,newcastleunited,0.0,0.0,0.0,0.0,0.3,40.0,-1.0,45.0
1063,145-2021-22,billygilmour,MID,norwichcity,1852.0,0.0,1.0,283.0,3.0,45.0,-2.0,45.0
1064,322-2021-22,jordanhugill,FWD,norwichcity,0.0,0.0,0.0,0.0,0.0,55.0,-1.0,55.0
1065,448-2021-22,angusgunn,GK,norwichcity,810.0,0.0,0.0,177.0,1.8,40.0,0.0,45.0
1066,448-2021-22,angusgunn,GK,norwichcity,810.0,0.0,0.0,177.0,1.8,40.0,0.0,45.0
1067,332-2021-22,theowalcott,MID,southampton,376.0,0.0,0.0,28.0,0.1,60.0,-2.0,60.0
